id,name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
6073437,Spacious Green Lake View Studio,N/A,N/A,N/A,f,Green Lake,1,t,t,Green Lake,47.6761145,-122.3324381,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$119.00,2,$15.00,2,1125,25,96,9,9,10,10,10,10,f,moderate,f,f,1,3.39
7917700,Charming Seattle Lake House - 1 bed,within a day,50%,100%,f,,2,t,f,,47.67132207,-122.3368268,House,Private room,2,1,1,2,Real Bed,"{Wireless Internet"", ""Free Parking on Premises"", ""Hot Tub"", ""Heating"", ""Smoke Detector"", ""Fire Extinguisher"", ""Shampoo}",,$99.00,1,$0.00,1,1125,1,80,8,10,10,10,10,8,f,flexible,f,f,2,0.22
6278181,3 bdrm Craftsman home on Greenlake,within a few hours,100%,100%,f,Green Lake,2,t,t,Green Lake,47.67478054,-122.3246218,House,Entire home/apt,6,1,3,3,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$225.00,4,$50.00,2,1125,2,90,9,8,10,10,10,9,f,moderate,f,f,2,0.45
4279578,Bright GreenLake studio - all yours,within an hour,100%,100%,t,Green Lake,1,t,t,Green Lake,47.68190776,-122.3278534,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$85.00,1,$10.00,1,35,47,100,10,10,10,10,10,10,f,moderate,f,f,1,3.25
9907337,greenlake 2 bedroom suite,within a few hours,100%,100%,f,Green Lake,1,t,f,Green Lake,47.67513918,-122.3332839,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron}",,$135.00,1,$0.00,4,1125,0,,,,,,,,f,strict,f,f,1,
1796861,Green Lake Getaway -2min from Lake,within an hour,100%,100%,f,Green Lake,2,t,t,Green Lake,47.67572403,-122.3246928,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$335.00,6,$50.00,2,1125,14,98,10,10,10,10,10,9,f,strict,f,f,2,0.8
4211836,Steps from Greenlake!,N/A,N/A,N/A,f,,1,t,t,,47.68110584,-122.3239465,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$79.00,2,$15.00,1,4,4,100,10,10,10,10,9,10,f,flexible,f,f,1,0.27
4025954,Greenlake Getaway,within a few hours,100%,100%,f,Green Lake,1,t,t,Green Lake,47.67673937,-122.3301907,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$90.00,1,$0.00,2,1125,33,96,10,10,10,10,10,10,f,flexible,f,f,1,2.06
6154478,Dog friendly 1BR townhome w/patio,within an hour,100%,100%,f,,1,t,f,,47.68653224,-122.3377733,House,Entire home/apt,2,1.5,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Hangers}",,$111.00,1,$0.00,1,1125,13,94,10,8,10,9,9,9,f,flexible,f,f,1,1.74
84030,Miradina Al Lago,N/A,N/A,N/A,f,Green Lake,1,t,t,Green Lake,47.68472182,-122.3388215,House,Private room,4,1,1,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$110.00,2,$25.00,3,7,60,88,9,9,10,9,10,9,f,strict,f,f,1,1.04
4235559,"Modern, Sunny 3BR/3B Greenlake Home",N/A,N/A,N/A,f,Green Lake,1,t,t,Green Lake,47.68890691,-122.3340131,House,Entire home/apt,8,2,3,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$325.00,6,$75.00,4,180,6,93,10,10,10,10,10,10,f,strict,f,f,1,0.9
830948,City & Lake Views. Central- shared ,a few days or more,33%,N/A,f,Westlake,2,t,f,Westlake,47.63347386,-122.3434448,Apartment,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Elevator in Building"", ""Indoor Fireplace"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Washer"", ""Dryer}",,$85.00,2,$10.00,1,180,3,100,9,10,10,10,9,9,f,strict,f,f,2,0.09
3468261,Modern Apartment Centrally Located!,N/A,N/A,N/A,f,Westlake,1,t,f,Westlake,47.62794326,-122.3412705,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$190.00,2,$20.00,2,7,7,100,10,10,10,10,9,10,f,moderate,f,f,1,0.4
10026648,1 BedBath - South Lake Union View,N/A,N/A,N/A,f,Westlake,1,t,f,Westlake,47.62866402,-122.3427092,Apartment,Entire home/apt,1,1,1,1,Couch,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$65.00,1,$0.00,15,1125,0,,,,,,,,f,flexible,f,f,1,
9117633,Urban condo with a view,within a few hours,67%,100%,f,Westlake,1,t,f,Westlake,47.63201049,-122.3427368,Condominium,Entire home/apt,4,2,2,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets Allowed"", ""Elevator in Building"", ""Hot Tub"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$250.00,1,$0.00,3,14,0,,,,,,,,f,moderate,f,f,1,
9158383,Single room in South lake Union,N/A,N/A,N/A,f,Westlake,1,t,t,Westlake,47.63296627,-122.3413052,Apartment,Private room,1,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Essentials"", ""24-Hour Check-in"", ""Hangers"", ""Laptop Friendly Workspace}",,$69.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
1145590,Central. Private big deck & Views!,a few days or more,33%,N/A,f,Westlake,2,t,f,Westlake,47.63340284,-122.3426307,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Elevator in Building"", ""Indoor Fireplace"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Suitable for Events"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$400.00,3,$30.00,3,1125,8,76,8,7,8,9,9,8,f,strict,f,f,2,0.26
5020848,Welcome aboard a classic 58' yacht!,N/A,N/A,N/A,f,Westlake,1,t,t,Westlake,47.63119424,-122.3413036,Boat,Private room,2,2,1,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Breakfast"", ""Washer"", ""Dryer}",,$150.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
9600159,"1 Bed + Den, 2 Bath SLU Apartment",within a day,100%,N/A,f,,1,t,f,,47.63619004,-122.3425886,Apartment,Entire home/apt,6,2,2,3,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Elevator in Building"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$200.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
3522409,Quarky Lillie Houseboat,within an hour,81%,100%,f,,2,t,t,,47.63615549,-122.3404212,House,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$141.00,2,$10.00,1,1125,29,94,10,10,9,9,10,9,t,strict,f,f,1,7.63
9492873,Stunning View/Patio Apartment,within a day,91%,100%,f,Westlake,1,t,t,Westlake,47.63262639,-122.3418006,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$85.00,1,$0.00,1,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,1,1.62
5534463,70' Yacht  on south Lake  Union,within a few hours,100%,100%,f,Westlake,1,t,f,Westlake,47.63167352,-122.3405082,Boat,Entire home/apt,8,4,4,6,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$775.00,6,$50.00,2,1125,9,98,10,10,10,10,10,9,f,strict,f,f,1,0.92
9409233,Custom Houseboat -Heart of the City,within a few hours,100%,100%,f,Queen Anne,1,t,f,Queen Anne,47.63730097,-122.3401569,House,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$195.00,1,$0.00,2,1125,0,,,,,,,,f,flexible,f,f,1,
9531265,"Luxury Yacht Downtown Seattle, 2 bd",within a few hours,100%,N/A,f,,1,t,f,,47.62937474,-122.3397464,Boat,Entire home/apt,4,2,2,3,Real Bed,"{Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Safety Card"", ""Fire Extinguisher"", ""24-Hour Check-in}",,$249.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
5364609,Sunbathed Lower Queen Anne/SLU 1BR,a few days or more,33%,100%,f,,1,t,t,,47.62715965,-122.3432228,Apartment,Entire home/apt,2,1,1,1,Real Bed,{},,$95.00,1,$0.00,4,1125,6,97,10,8,10,9,9,10,f,flexible,f,f,1,0.57
6629132,Pvt suite in beautiful townhome,within a day,50%,N/A,f,Queen Anne,1,t,f,Queen Anne,47.63058331,-122.3434493,Townhouse,Private room,3,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Smoking Allowed"", ""Breakfast"", ""Pets live on this property"", ""Cat(s)"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Essentials}",,$122.00,2,$25.00,1,1125,11,100,10,10,10,10,10,10,f,flexible,f,f,1,1.62
5489676,2 BR Apartment near Seattle Center,within a few hours,100%,100%,f,Queen Anne,2,t,t,Queen Anne,47.62820157,-122.343516,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Essentials"", ""Shampoo}",,$170.00,1,$0.00,5,1125,2,100,10,8,10,10,10,10,f,strict,f,f,2,0.26
9347157,Lake Union View Apartment,within a few hours,91%,100%,f,Westlake,1,t,f,Westlake,47.63435769,-122.3409903,Apartment,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Pets live on this property"", ""Cat(s)"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Laptop Friendly Workspace}",,$65.00,1,$0.00,1,1125,4,100,9,9,10,10,10,9,f,moderate,f,f,1,3.75
10035644,Cozy Capitol Hill  1 BD Apartment,within a few hours,100%,100%,f,,1,t,t,,47.62001637,-122.2998046,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Smoke Detector"", ""Fire Extinguisher"", ""Shampoo}",,$90.00,1,$0.00,2,1125,0,,,,,,,,f,strict,f,f,1,
8293287,Modern private room and bath,within an hour,100%,100%,f,Minor,1,t,t,Minor,47.61331951,-122.3005669,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron}",,$88.00,1,$0.00,2,15,8,98,10,10,10,10,10,10,t,moderate,f,f,1,2.14
910784,Modern 2BR in Seattle Urban Oasis,within an hour,100%,100%,f,Minor,1,t,t,Minor,47.61375392,-122.3004575,House,Entire home/apt,5,1,2,2,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$125.00,4,$20.00,2,14,132,95,10,10,10,10,9,9,f,moderate,f,f,1,4.39
7071222,Cute Convenient Capitol Hill Duplex,within an hour,100%,100%,f,Minor,5,t,t,Minor,47.62191137,-122.2975011,Townhouse,Entire home/apt,5,2,2,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$145.00,4,$25.00,2,10,3,93,8,9,10,10,10,9,f,strict,f,f,3,0.6
8687716,Modern Home & Furnishings,within a few hours,100%,100%,f,Magnolia,6,t,t,Minor,47.61303672,-122.2994532,House,Entire home/apt,6,3.5,3,3,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Pets Allowed"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher}",,$275.00,1,$0.00,3,1125,2,100,9,10,10,10,9,10,f,flexible,t,t,4,0.71
7430679,QuietSpaceinMadisonValley,within a day,100%,100%,f,Minor,1,t,t,Minor,47.61825285,-122.2984679,Townhouse,Private room,1,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$60.00,1,$15.00,1,1125,7,94,9,10,9,9,9,9,f,flexible,f,f,1,1.4
180939,Central District Green GardenStudio,within a day,60%,100%,f,Minor,2,t,t,Minor,47.61305967,-122.297385,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer}",,$95.00,2,$50.00,2,90,93,94,10,10,10,10,9,10,f,strict,f,f,2,1.72
6884604,"Backyard studio, quiet neighborhood",within a few hours,100%,100%,f,Wallingford,3,t,t,Minor,47.60312697,-122.3006707,House,Entire home/apt,2,1,0,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$140.00,1,$0.00,1,1125,24,88,10,10,10,10,9,9,f,strict,f,f,3,3.91
7397476,"TL ""Boston"": renovated 2 bed/2 bath",within an hour,96%,100%,t,Minor,10,t,t,Minor,47.62091627,-122.2979149,Condominium,Entire home/apt,6,2,2,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$250.00,4,$25.00,2,1125,7,97,9,10,9,10,10,10,f,strict,f,f,10,1.41
1063855,"Central District ""Green"" House",within a day,60%,100%,f,Minor,2,t,t,Minor,47.61219763,-122.2977715,House,Entire home/apt,5,1,2,3,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher}",900,$225.00,3,$25.00,3,365,11,95,9,10,10,10,9,9,f,strict,f,f,2,0.36
8865006,"Centrally located, easy access!",N/A,N/A,N/A,f,Minor,1,t,t,Minor,47.61858617,-122.3015051,Townhouse,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Hangers"", ""Hair Dryer"", ""Iron}",,$60.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
8069192,Brand New Madison Valley Townhome,within a few hours,100%,100%,f,Minor,1,t,t,Minor,47.61608361,-122.2981707,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$95.00,2,$50.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
2800448,Centrally located private room,within an hour,100%,100%,f,Minor,1,t,t,Minor,47.60327025,-122.3021606,Townhouse,Private room,2,1,1,1,Real Bed,"{Wireless Internet"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Essentials}",,$65.00,1,$0.00,2,1125,16,94,10,10,10,10,8,9,f,moderate,f,f,1,2.77
9076287,All you need in Capitol Hill,within an hour,100%,100%,f,Minor,2,t,t,Minor,47.617632,-122.3005565,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$78.00,1,$0.00,1,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,2,1.46
7462439,"Capitol Hill Apt, Magnificent Views",within a few hours,100%,100%,f,Minor,1,t,t,Minor,47.61780091,-122.3000238,Apartment,Shared room,2,1,1,1,Futon,"{Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$59.00,2,$0.00,1,1125,1,80,10,10,10,10,10,8,f,strict,f,f,1,0.18
8225635,Fields of Dreams: Modern 4bed/3.5ba,within an hour,96%,100%,t,Minor,10,t,t,Minor,47.62039309,-122.2995755,Townhouse,Entire home/apt,11,3.5,4,6,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$400.00,8,$25.00,2,1125,0,,,,,,,,f,strict,f,f,10,
2966415,Private room+bath in Seattle house,within a day,80%,100%,f,Minor,1,t,t,Minor,47.61982203,-122.2979645,House,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Pets live on this property"", ""Dog(s)"", ""Other pet(s)"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$55.00,1,$15.00,2,150,27,90,9,9,9,9,9,9,f,moderate,f,f,1,1.35
4639465,A Modern Craftsman Room with a View,within a few hours,90%,100%,t,Minor,1,t,t,Minor,47.61894868,-122.2983498,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Cat(s)"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$129.00,2,$29.00,1,7,14,98,10,10,10,10,10,10,f,moderate,f,f,1,1.12
7402190,Beautiful and quiet home in Seattle,within an hour,100%,100%,f,Minor,2,t,f,Minor,47.61110455,-122.2991321,House,Private room,2,1,1,1,Pull-out Sofa,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$65.00,1,$0.00,2,1125,28,96,10,10,10,10,9,10,f,flexible,f,f,2,4.97
9448719,Central District room near Downtown,within an hour,100%,100%,f,Minor,1,t,t,Minor,47.61401049,-122.2966074,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Smoke Detector"", ""Essentials"", ""Lock on Bedroom Door"", ""Laptop Friendly Workspace}",,$175.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
5670781,Centrally located sanctuary,within a few hours,100%,100%,f,Minor,1,t,t,Minor,47.60957776,-122.2988641,House,Entire home/apt,6,2,3,3,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$160.00,1,$0.00,2,1125,15,100,10,10,10,10,10,10,f,moderate,f,f,1,2.9
1905473,Central District Bungalow ,N/A,N/A,N/A,f,Minor,1,t,t,Minor,47.60526922,-122.2987883,House,Private room,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Smoking Allowed"", ""Breakfast"", ""Pets live on this property"", ""Other pet(s)"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$75.00,1,$0.00,1,3,6,88,10,8,9,10,8,9,f,flexible,f,f,1,0.31
